objectid,reg,dep,cv,codgeo,libgeo,p21_pop
122872,53,56,5614,56220,Sainte-Hélène,1294
128290,43,39,3913,39173,Cousance,1293
116273,52,85,8517,85022,Le Bernard,1293
140725,23,27,2722,27693,Sylvains-les-Moulins,1293
139958,31,59,5928,59196,Ennetières-en-Weppes,1293
127405,82,01,0111,01047,Blyes,1292
131194,54,17,1725,17463,Vergeroux,1292
131109,73,09,0913,09264,Saint-Jean-de-Verges,1291
120721,73,46,4603,46137,Labastide-Marnhac,1291
138159,91,30,3022,30325,Sumène,1291
135285,74,23,2308,23076,Évaux-les-Bains,1291
123668,73,46,4614,46330,Vayrac,1291
121712,26,21,2102,21496,Pontailler-sur-Saône,1291
110521,82,69,6902,69201,Sainte-Foy-l'Argentière,1291
126914,83,63,6321,63126,Le Crest,1290
137768,23,27,2717,27656,Toutainville,1290
136971,82,73,7311,73183,Myans,1290
128096,72,64,6411,64549,Uzein,1289
143920,22,80,8004,80622,Picquigny,1289
138761,82,26,2611,26087,Châtillon-Saint-Jean,1289
116098,42,68,6803,68011,Aspach-le-Bas,1288
120821,11,78,7814,78269,Gazeran,1288
142069,41,55,5507,55553,Vignot,1288
133247,74,19,1901,19285,Vigeois,1288
122801,73,65,6504,65123,Campan,1288
123113,41,54,5415,54364,Méréville,1288
112537,82,01,0122,01243,Messimy-sur-Saône,1288
132287,24,41,4108,41091,Fossé,1287
136313,52,53,5309,53072,Commer,1287
132671,74,87,8707,87049,Coussac-Bonneval,1287
125051,41,57,5727,57588,Rodemack,1287
126694,26,21,2117,21590,Savigny-lès-Beaune,1286
120796,43,90,9005,90097,Trévenans,1286
139924,41,57,5707,57218,Fleury,1286
125052,43,25,2508,25418,Nancray,1286
125565,22,80,8017,80406,Hallencourt,1286
113579,31,62,6205,62532,Lozinghem,1286
114713,53,56,5603,56160,Pleugriffet,1286
128219,93,06,0610,06031,Cantaron,1285
131524,23,76,7624,76446,Montigny,1285
117200,54,17,1709,17009,Angliers,1285
117870,53,22,2212,22324,Saint-Quay-Perros,1285
140455,42,68,6807,68203,Merxheim,1285
142442,73,81,8105,81308,Valence-d'Albigeois,1285
125211,11,77,7706,77415,Saint-Jean-les-Deux-Jumeaux,1285
112129,11,95,9516,95177,Cormeilles-en-Vexin,1285
115349,23,76,7632,76522,La Remuée,1285
127771,21,52,5203,52197,Fayl-Billot,1284
129087,93,84,8401,84086,Oppède,1284
113149,54,86,8606,86255,Savigné,1284
115719,83,43,4318,43241,Solignac-sur-Loire,1283
126766,42,68,6805,68227,Muntzenheim,1283
127917,52,49,4915,49369,Vernoil-le-Fourrier,1283
130784,73,09,0901,09032,Ax-les-Thermes,1283
131141,41,55,5517,55166,Dugny-sur-Meuse,1283
116595,54,86,8609,86244,Saint-Sauvant,1283
113658,54,16,1618,16019,Asnières-sur-Nouère,1283
130863,52,44,4430,44141,La Remaudière,1282
115861,73,81,8104,81101,Le Garric,1282
119347,54,17,1702,17073,Bussac-sur-Charente,1282
144410,43,25,2502,25265,Geneuille,1282
134506,25,50,5026,50178,Fermanville,1282
130096,82,38,3819,38191,Huez,1281
129109,72,33,3316,33548,Villegouge,1281
130403,91,30,3014,30288,Saint-Nazaire,1281
118727,54,16,1618,16348,Saint-Saturnin,1281
120039,23,76,7624,76503,Pissy-Pôville,1281
144397,31,59,5907,59194,Englefontaine,1281
133069,11,91,9105,91106,Breux-Jouy,1281
122432,73,46,4611,46143,Lacapelle-Marival,1281
124214,43,90,9008,90069,Méziré,1281
112673,42,68,6802,68301,Schlierbach,1281
140297,82,07,0709,07022,Baix,1280
141120,21,51,5110,51054,Bétheniville,1280
134051,91,11,1111,11264,Névian,1280
134275,82,07,0704,07155,Mercuer,1280
123903,41,54,5417,54362,Mercy-le-Bas,1280
111810,42,67,6710,67442,Scharrachbergheim-Irmstett,1280
110839,73,31,3110,31383,Montjoire,1280
112250,73,31,3107,31003,Aigrefeuille,1280
130777,72,40,4008,40102,Gabarret,1279
128618,82,74,7415,74121,Excenevex,1279
139916,93,84,8412,84148,Villes-sur-Auzon,1279
135469,11,91,9113,91408,Moigny-sur-École,1279
123594,54,17,1727,17077,Cercoux,1279
143434,23,76,7633,76751,Yébleron,1278
132703,83,15,1513,15268,Le Rouget,1278
122251,54,16,1607,16204,Malaville,1278
116257,11,91,9108,91038,Auvers-Saint-Georges,1277
113793,22,80,8013,80507,Marcelcave,1277
113054,21,52,5208,52265,Bayard-sur-Marne,1277
127238,73,82,8213,82098,Léojac,1276
120257,82,38,3821,38496,Sonnay,1276
143695,82,26,2603,26176,Marsanne,1276
124570,53,22,2204,22388,Vildé-Guingalan,1276
131482,82,69,6908,69193,Saint-Cyr-sur-le-Rhône,1275
143725,24,45,4504,45329,Triguères,1275
126004,73,82,8209,82085,Lacourt-Saint-Pierre,1275
139709,52,72,7206,72084,Clermont-Créans,1274
124138,52,49,4913,49195,Mazières-en-Mauges,1274
127933,31,59,5907,59218,Étroeungt,1273
126539,11,78,7819,78010,Les Alluets-le-Roi,1273
119770,53,35,3501,35355,Vieux-Vy-sur-Couesnon,1273
119915,53,22,2220,22387,Le Vieux-Marché,1273
116613,52,85,8505,85256,Saint-Michel-le-Cloucq,1273
136082,91,66,6617,66115,Montesquieu-des-Albères,1273
110334,42,67,6712,67155,Gertwiller,1273
113103,53,29,2920,29067,Guerlesquin,1273
131846,22,60,6014,60639,Tillé,1272
119452,82,74,7401,74152,Lovagny,1272
139194,72,64,6415,64421,Ogeu-les-Bains,1272
138487,73,81,8117,81036,Bout-du-Pont-de-Larn,1272
126413,91,11,1105,11178,Labastide-d'Anjou,1271
123829,31,62,6203,62810,Thélus,1271
124630,83,03,0306,03107,Ébreuil,1271
117340,52,72,7201,72150,Joué-l'Abbé,1270
139913,72,47,4710,47324,Villeréal,1270
134855,52,49,4910,49266,Saint-Augustin-des-Bois,1270
125539,22,80,8016,80714,Saint-Quentin-la-Motte-Croix-au-Bailly,1270
123627,82,01,0107,01405,Servas,1270
113567,22,80,8023,80649,Quend,1269
128851,82,74,7411,74088,Copponex,1268
119838,41,57,5716,57385,Laquenexy,1268
120775,22,02,0206,02430,Liesse-Notre-Dame,1268
123723,73,09,0907,09245,Rieux-de-Pelleport,1268
112082,83,03,0303,03315,Villefranche-d'Allier,1268
112409,82,42,4207,42126,Luriecq,1268
128858,82,74,7405,74205,Onnion,1267
140496,73,65,6508,65127,Capvern,1267
134349,82,74,7414,74215,Praz-sur-Arly,1267
125469,74,87,8721,87027,Bussière-Galant,1267
115350,91,11,1107,11140,Ferrals-les-Corbières,1267
131724,54,17,1724,17102,Chermignac,1266
118714,22,80,8005,80523,Méaulte,1266
117794,31,62,6223,62330,Festubert,1266
143691,26,71,7102,71282,Marmagne,1266
137644,26,89,8912,89130,Cravant,1266
140869,25,50,5003,50085,Bricqueville-sur-Mer,1266
128401,82,69,6903,69045,Charentay,1265
141418,82,42,4207,42087,Écotay-l'Olme,1265
134434,82,26,2612,26216,La Motte-de-Galaure,1265
129876,26,58,5804,58145,Lormes,1264
120681,23,76,7626,76404,Manéglise,1264
120855,72,40,4009,40187,Moliets-et-Maa,1264
141398,83,63,6319,63229,Moissat,1264
141479,82,69,6901,69106,Lachassagne,1264
140962,82,07,0708,07013,Ardoix,1264
138634,91,30,3014,30342,Vénéjan,1264
125174,93,06,0610,06077,Lucéram,1264
114284,82,42,4207,42021,Boisset-Saint-Priest,1264
114004,82,38,3819,38212,Livet-et-Gavet,1264
129373,52,53,5301,53029,Bierné,1263
143430,74,19,1915,19269,Treignac,1263
111128,11,78,7801,78262,Galluis,1263
112728,73,31,3124,31053,Beaupuy,1263
130793,25,50,5003,50237,La Haye-Pesnel,1262
118424,41,57,5707,57668,Teting-sur-Nied,1262
137920,41,57,5720,57330,Holving,1262
139908,41,57,5701,57603,Russange,1262
134498,74,19,1910,19138,Meyssac,1262
136687,31,59,5907,59626,Villers-Pol,1262
121978,23,76,7612,76263,La Feuillie,1262
123468,41,57,5727,57764,Zoufftgen,1262
113200,23,27,2716,27343,Houlbec-Cocherel,1262
111103,54,86,8606,86015,Availles-Limouzine,1262
128575,82,01,0122,01371,Saint-Marcel,1261
119509,22,02,0220,02093,Blérancourt,1261
144968,72,24,2421,24133,La Coquille,1261
137919,72,64,6423,64329,Lée,1261
112947,52,49,4919,49362,Varrains,1261
111596,72,33,3313,33101,Cartelègue,1261
131534,31,59,5907,59134,Cartignies,1260
142531,24,41,4105,41159,Neung-sur-Beuvron,1260
136054,54,86,8601,86114,Jardres,1260
136073,26,89,8902,89295,Perrigny,1260
127944,22,02,0215,02359,Grugies,1259
127971,82,42,4203,42215,Saint-Denis-de-Cabanne,1259
129548,82,07,0713,07107,Jaujac,1259
128862,26,58,5808,58232,Saint-Benin-d'Azy,1259
119953,25,50,5016,50436,Romagny,1259
136451,31,59,5902,59281,Hantay,1259
121335,82,01,0102,01196,Jayat,1259
131038,53,29,2927,29208,Plourin,1258
142624,91,11,1116,11041,Bize-Minervois,1258
135143,26,21,2117,21086,Bligny-lès-Beaune,1258
124874,72,33,3322,33471,Saint-Sauveur,1258
113743,73,31,3113,31478,Saint-Félix-Lauragais,1258
120467,53,56,5605,56029,Calan,1257
118059,22,80,8023,80716,Saint-Riquier,1257
139182,91,11,1107,11132,Fabrezan,1257
139460,54,79,7917,79265,Saint-Léger-de-Montbrun,1257
142296,22,02,0219,02502,Montcornet,1257
138567,91,11,1101,11434,Villepinte,1257
135567,42,68,6817,68032,Berrwiller,1257
122651,72,24,2405,24550,Thenon,1257
110499,72,24,2422,24011,Antonne-et-Trigonant,1257
110715,83,63,6331,63121,Coudes,1257
111474,91,66,6605,66048,Cerbère,1257
122704,74,87,8719,87030,Chaillac-sur-Vienne,1256
115947,11,77,7716,77180,Férolles-Attilly,1255
125995,82,26,2602,26212,Montvendre,1255
120961,23,27,2707,27290,Goupillières,1254
120248,11,95,9507,95409,Moisselles,1254
119235,93,04,0409,04063,Corbières,1254
132491,82,73,7314,73105,Les Échelles,1254
134078,42,68,6814,68182,Leymen,1254
125634,91,11,1115,11190,La Redorte,1254
131789,25,61,6111,61093,Chanu,1253
120021,52,85,8503,85291,Thorigny,1253
116357,91,11,1101,11281,Pexiora,1253
140908,22,02,0202,02203,Coincy,1253
139864,42,67,6712,67329,Niedernai,1253
133143,21,08,0804,08497,Warcq,1253
127724,73,31,3111,31075,Bonrepos-sur-Aussonnelle,1252
132298,24,45,4508,45212,Montcresson,1252
132664,52,49,4921,49344,Thorigné-d'Anjou,1252
131862,72,64,6427,64386,Mirepeix,1251
120936,11,77,7705,77063,La Celle-sur-Morin,1251
141151,31,62,6234,62634,Offekerque,1251
125927,72,47,4711,47043,Buzet-sur-Baïse,1251
111763,43,70,7013,70171,Corbenay,1251
142810,82,26,2603,26312,Saint-Marcel-lès-Sauzet,1250
128629,11,91,9108,91109,Brières-les-Scellés,1250
139408,41,57,5717,57680,Troisfontaines,1250
140907,11,78,7802,78171,Condé-sur-Vesgre,1250
122388,22,80,8016,80827,Woincourt,1250
129589,11,77,7708,77154,Dammartin-sur-Tigeaux,1249
139426,72,33,3310,33350,Rauzan,1249
134854,53,22,2227,22152,Minihy-Tréguier,1249
122859,82,26,2619,26049,Bésayes,1249
111472,24,28,2814,28386,Thimert-Gâtelles,1249
139648,26,71,7104,71149,Couches,1248
142366,24,41,4106,41120,Lunay,1248
142505,82,74,7417,74053,Cervens,1248
125375,26,89,8918,89391,Sergines,1248
124274,24,37,3701,37131,Limeray,1248
130756,93,13,1328,13095,Saint-Marc-Jaumegarde,1247
117641,72,64,6403,64282,Jatxou,1247
117885,24,28,2807,28127,Dangeau,1247
133364,25,61,6118,61008,Aube,1247
131964,82,74,7416,74219,Quintal,1247
125394,91,30,3014,30226,Saint-Alexandre,1247
124451,24,45,4505,45182,Ligny-le-Ribault,1247
122297,24,41,4112,41256,Theillay,1247
114483,74,19,1910,19023,Beynat,1247
111373,21,51,5102,51183,Courcy,1247
126502,31,62,6222,62487,Landrethun-le-Nord,1246
134510,82,26,2612,26160,Laveyron,1246
112889,24,41,4109,41275,La Ville-aux-Clercs,1246
129384,82,38,3803,38405,Saint-Joseph-de-Rivière,1245
131706,72,64,6411,64037,Arbus,1245
120963,73,82,8211,82113,Molières,1245
120253,52,44,4401,44222,La Roche-Blanche,1245
135412,53,35,3515,35234,Quédillac,1245
133371,41,88,8802,88101,Cheniménil,1245
133389,31,62,6231,62190,Busnes,1245
127992,42,68,6801,68240,Oberdorf,1244
111174,91,66,6602,66160,Reynès,1244
112545,22,60,6011,60590,Saint-Omer-en-Chaussée,1244
117410,31,59,5935,59501,Rieulay,1243
141557,82,07,0710,07090,Flaviac,1243
139736,23,76,7623,76392,Londinières,1243
132473,53,56,5602,56163,Ploërdut,1243
125450,72,24,2402,24237,Lembras,1243
144924,52,85,8511,85296,Treize-Vents,1242
140670,24,28,2815,28406,Viabon,1242
137232,74,23,2306,23031,Boussac,1242
135463,43,70,7001,70198,Dampierre-sur-Salon,1242
125917,73,31,3110,31407,Paulhac,1242
112940,43,70,7003,70117,Châlonvillars,1242
110534,42,68,6803,68247,Oderen,1242
113397,73,31,3106,31028,Aurignac,1242
111191,24,37,3704,37047,Cerelles,1242
130605,94,2A,2A09,2A189,Olmeto,1241
128797,52,44,4431,44159,Saint-Fiacre-sur-Maine,1241
139206,53,22,2212,22363,Trélévern,1241
139314,43,25,2511,25320,Labergement-Sainte-Marie,1241
140656,42,67,6704,67246,Kogenheim,1241
139856,53,35,3510,35338,Torcé,1241
138692,11,77,7707,77022,Barbizon,1241
121562,11,77,7707,77065,Cély,1241
121989,53,22,2223,22107,Laniscat,1241
111872,26,71,7120,71379,Sagy,1241
115618,26,89,8912,89441,Vermenton,1241
129564,26,71,7120,71484,Saint-Usuge,1240
118959,73,31,3107,31249,Labastide-Beauvoir,1240
138284,54,79,7901,79012,Ardin,1240
129839,11,77,7716,77177,Favières,1239
127713,73,81,8113,81317,Villefranche-d'Albigeois,1239
118921,54,17,1719,17262,Nieul-lès-Saintes,1239
120374,74,19,1901,19162,Perpezac-le-Noir,1239
142009,21,08,0808,08239,Juniville,1239
125064,24,36,3610,36247,Vineuil,1239
131874,52,72,7201,72340,Souligné-sous-Ballon,1238
120502,26,89,8917,89236,Maillot,1238
120598,72,40,4012,40269,Saint-Lon-les-Mines,1238
140648,82,01,0104,01338,Saint-Benoît,1238
141270,82,69,6900,69233,Saint-Romain-au-Mont-d'Or,1238
135860,73,81,8123,81276,Salvagnac,1238
119950,42,67,6711,67420,Russ,1237
116927,94,2A,2A10,2A065,Cargèse,1237
136172,21,51,5108,51431,Pierry,1237
134966,83,63,6329,63236,Mont-Dore,1237
135039,82,73,7317,73278,Saint-Rémy-de-Maurienne,1237
133735,31,59,5936,59275,Gruson,1237
123702,24,37,3704,37175,Nouzilly,1237
123145,74,19,1919,19288,Voutezac,1237
124588,53,56,5618,56252,Le Tour-du-Parc,1237
128092,24,37,3709,37049,Chambourg-sur-Indre,1236
128307,82,07,0701,07225,Saint-Clair,1236
129858,53,35,3502,35343,Tresboeuf,1236
128747,72,33,3329,33465,Saint-Pierre-de-Mons,1236
119570,24,41,4101,41155,Muides-sur-Loire,1236
119063,54,86,8610,86276,Usson-du-Poitou,1236
137909,26,71,7124,71002,L' Abergement-Sainte-Colombe,1236
133338,52,85,8503,85093,Fougeré,1236
124302,91,48,4811,48127,Rieutort-de-Randon,1236
144406,52,53,5308,53168,Nuillé-sur-Vicoin,1235
137702,23,27,2714,27598,Saint-Pierre-du-Vauvray,1235
134610,22,80,8017,80190,Chépy,1235
130155,26,89,8917,89195,Gron,1235
111044,26,71,7127,71520,Sevrey,1235
141982,41,57,5722,57633,Sarreinsming,1234
137378,23,76,7603,76090,Beuzeville-la-Grenier,1234
134243,23,27,2715,27504,Sacquenville,1234
121297,82,01,0111,01390,Saint-Vulbas,1234
121344,73,65,6508,65069,La Barthe-de-Neste,1234
124349,82,01,0101,01431,Vaux-en-Bugey,1234
126117,52,72,7203,72173,Luceau,1234
137360,23,76,7626,76254,Étretat,1233
123696,26,89,8913,89218,Laroche-Saint-Cydroine,1233
121204,23,76,7603,76576,Saint-Eustache-la-Forêt,1233
142958,82,38,3821,38003,Agnin,1232
117005,23,27,2720,27073,Bois-le-Roi,1231
116096,83,63,6326,63354,Saint-Gervais-d'Auvergne,1231
143056,11,77,7708,77457,Solers,1231
143438,23,76,7606,76536,Roncherolles-sur-le-Vivier,1231
139877,42,67,6702,67173,Griesheim-sur-Souffel,1231
133721,52,72,7201,72147,La Guierche,1231
124264,53,22,2206,22077,Hénansal,1231
115545,91,66,6616,66173,Saint-Féliu-d'Amont,1231
111382,24,45,4517,45289,Saint-Lyé-la-Forêt,1231
126604,83,03,0304,03093,Creuzier-le-Neuf,1230
143778,73,65,6514,65447,Tournay,1230
138989,23,76,7606,76039,Les Authieux-sur-le-Port-Saint-Ouen,1230
125055,82,01,0114,01181,Groissiat,1230
121371,74,87,8705,87174,Saint-Paul,1230
144622,23,27,2717,27263,Fourmetot,1229
141318,31,62,6233,62882,Wavrans-sur-l'Aa,1229
122567,54,16,1609,16025,Baignes-Sainte-Radegonde,1229
126888,91,30,3020,30041,Blauzac,1228
127026,31,62,6223,62200,Cambrin,1228
127822,82,73,7314,73058,La Bridoire,1228
118264,54,17,1722,17119,Corme-Écluse,1228
143378,53,35,3507,35034,La Boussac,1228
140342,82,42,4208,42115,Jonzieux,1228
136552,53,35,3502,35231,Poligné,1228
113033,54,17,1709,17267,Nuaillé-d'Aunis,1228
114092,82,38,3823,38359,Saint-Antoine-l'Abbaye,1228
128691,72,33,3330,33494,Salaunes,1227
118580,73,82,8204,82101,Malause,1227
118084,82,01,0118,01108,Coligny,1227
142265,54,17,1723,17359,Saint-Mard,1227
123017,93,06,0610,06015,Berre-les-Alpes,1227
121868,24,45,4521,45291,Saint-Martin-sur-Ocre,1227
112161,23,76,7621,76100,Blainville-Crevon,1227
120414,26,71,7127,71444,Saint-Loup-de-Varennes,1226
142953,93,04,0411,04192,Saint-Michel-l'Observatoire,1226
143787,26,71,7124,71333,Oslon,1226
138391,72,33,3320,33272,Marsas,1226
113447,23,76,7632,76650,Saint-Sauveur-d'Émalleville,1226
113633,91,34,3411,34343,Viols-le-Fort,1226
130786,31,62,6219,62078,Balinghem,1225
128506,26,58,5816,58260,Saint-Parize-le-Châtel,1225
144189,54,17,1712,17331,Saint-Genis-de-Saintonge,1225
110623,53,35,3507,35279,Saint-Guinoux,1225
127246,42,67,6710,67167,Grendelbruch,1224
118728,53,22,2201,22204,Ploëzal,1224
138848,26,71,7117,71294,Mercurey,1224
142669,43,25,2512,25063,Blamont,1224
136381,52,53,5315,53255,Sainte-Suzanne,1224
132797,53,35,3513,35101,Dourdain,1224
134525,52,49,4913,49211,Montilliers,1224
128130,82,74,7407,74134,Les Gets,1223
129987,54,86,8601,86256,Savigny-Lévescault,1223
127710,72,24,2423,24142,Coux-et-Bigaroque,1223
140100,52,44,4420,44136,Préfailles,1223
137647,54,86,8607,86048,Chabournay,1223
124105,24,45,4503,45049,Bouzy-la-Forêt,1223
121906,73,12,1201,12119,Laguiole,1223
126557,24,45,4504,45097,Chuelles,1222
141379,41,88,8803,88355,Portieux,1222
132262,73,32,3210,32331,Preignan,1222
132646,54,17,1710,17265,Nieulle-sur-Seudre,1222
123061,42,67,6702,67097,Dingsheim,1222
124799,43,39,3911,39441,Prémanon,1222
112801,41,57,5727,57356,Kanfen,1222
131888,72,24,2419,24534,Sigoulès,1221
117024,42,67,6710,67223,Innenheim,1221
116715,11,77,7705,77469,Touquin,1221
145140,42,67,6701,67082,Dalhunden,1221
135805,52,72,7217,72336,Solesmes,1221
115296,31,59,5908,59189,Eecke,1221
144644,22,80,8001,80598,Nouvion,1220
134895,42,68,6816,68368,Wihr-au-Val,1220
110302,22,02,0204,02239,Crézancy,1220
126444,83,43,4304,43262,Vieille-Brioude,1219
128095,24,36,3601,36009,Arthon,1219
128402,31,62,6219,62412,Hardinghen,1219
119122,23,76,7604,76550,Sahurs,1219
116897,22,80,8005,80136,Bray-sur-Somme,1219
132103,31,62,6203,62323,Fampoux,1219
136156,82,42,4209,42231,Saint-Germain-Lespinasse,1219
135288,22,02,0212,02397,Jussy,1219
135814,53,35,3507,35358,La Ville-ès-Nonais,1219
129254,23,76,7603,76684,Tancarville,1218
129785,91,30,3004,30165,Méjannes-lès-Alès,1218
144400,82,42,4205,42174,Poncins,1218
134399,26,58,5815,58227,Saint-Amand-en-Puisaye,1218
131991,53,22,2214,22014,Bourseul,1218
130877,72,40,4012,40231,Port-de-Lanne,1217
128981,25,14,1403,14278,Fontenay-le-Pesnel,1217
140944,72,64,6410,64130,Biriatou,1217
113244,26,21,2114,21315,Hauteville-lès-Dijon,1217
115173,73,31,3104,31575,Vieille-Toulouse,1217
138120,73,12,1207,12305,Viviez,1216
132360,11,77,7708,77336,Neufmoutiers-en-Brie,1216
130734,24,28,2803,28027,La Bazoche-Gouet,1215
128078,52,53,5306,53016,Bais,1215
129004,72,40,4013,40031,Bégaar,1215
130277,73,09,0912,09188,Mercus-Garrabet,1215
119858,41,57,5725,57360,Kerbach,1215
144786,82,42,4204,42334,Violay,1215
132405,91,11,1101,11418,Villasavary,1215
136823,41,57,5727,57194,Entrange,1215
121730,24,37,3711,37186,Pont-de-Ruan,1215
126140,11,95,9517,95628,Valmondois,1215
115113,91,34,3421,34056,Castelnau-de-Guers,1215
111559,22,02,0205,02439,Longueval-Barbonval,1215
129433,93,84,8413,84052,Grambois,1214
128335,41,88,8812,88371,Raon-aux-Bois,1214
128749,94,2B,2B07,2B150,Lumio,1214
127838,82,01,0102,01229,Malafretaz,1214
117481,52,72,7217,72022,Le Bailleul,1214
120389,73,12,1219,12286,Vabres-l'Abbaye,1214
116809,52,53,5301,53136,Loigné-sur-Mayenne,1214
119393,72,40,4014,40271,Sainte-Marie-de-Gosse,1214
140062,82,74,7406,74064,Châtillon-sur-Cluses,1214
139479,41,57,5702,57192,Enchenberg,1214
139521,52,85,8517,85179,Poiroux,1214
132431,53,22,2209,22275,Saint-Barnabé,1214
121293,73,82,8210,82042,Cazes-Mondenard,1214
125584,72,40,4007,40295,Saugnacq-et-Muret,1214
111842,53,29,2910,29224,Pouldergat,1214
128615,31,59,5910,59243,Fontaine-au-Pire,1213
130228,54,86,8612,86120,Lathus-Saint-Rémy,1213
131481,11,77,7715,77261,Lorrez-le-Bocage-Préaux,1213
144692,83,43,4306,43218,Saint-Pierre-Eynac,1213
139756,83,15,1514,15154,Polminhac,1213
132847,11,77,7703,77292,Messy,1213
120999,23,76,7606,76753,Ymare,1212
117663,93,05,0505,05036,Châteauroux-les-Alpes,1212
127258,22,60,6014,60120,Cambronne-lès-Clermont,1211
119141,72,33,3313,33100,Cars,1211
145059,43,25,2508,25245,Fontain,1211
138867,82,42,4221,42283,Saint-Romain-en-Jarez,1211
139979,72,47,4707,47086,Duras,1211
121521,82,01,0107,01336,Saint-André-sur-Vieux-Jonc,1211
111743,54,17,1727,17243,Montlieu-la-Garde,1211
113768,82,07,0713,07322,Thueyts,1211
142777,53,29,2917,29079,Henvic,1210
118166,42,68,6809,68006,Ammerzwiller,1210
144075,54,17,1725,17375,Saint-Nazaire-sur-Charente,1210
140328,23,76,7632,76250,Étainhus,1210
139427,23,27,2712,27005,Ailly,1210
132160,73,82,8204,82050,Dunes,1210
135016,26,71,7119,71584,Viré,1210
136817,73,81,8103,81297,Terssac,1210
129704,25,14,1403,14355,Lantheuil,1209
131647,24,41,4106,41199,Saint-Amand-Longpré,1209
144579,23,27,2703,27100,Boulleville,1209
137881,54,86,8609,86068,Chaunay,1209
139725,82,73,7304,73241,Sainte-Hélène-sur-Isère,1209
134897,93,84,8416,84136,Vacqueyras,1209
127801,41,57,5725,57101,Bousbach,1208
119997,83,43,4315,43010,Arsac-en-Velay,1208
116326,72,33,3312,33040,Béguey,1208
140895,91,11,1115,11426,Villegly,1208
135770,82,69,6908,69051,Chaussan,1208
121369,73,09,0902,09181,Le Mas-d'Azil,1208
128205,31,62,6232,62403,Hallines,1207
129462,25,50,5008,50149,Couville,1207
116152,23,76,7626,76534,Rolleville,1207
144847,72,40,4004,40194,Montfort-en-Chalosse,1207
143719,43,39,3912,39199,Domblans,1207
135282,22,80,8011,80696,Sains-en-Amiénois,1207
136516,72,33,3312,33311,Paillet,1207
135546,73,65,6502,65350,Oursbelille,1207
114442,82,01,0107,01145,Dompierre-sur-Veyle,1207
111118,11,91,9113,91599,Soisy-sur-École,1207
115685,73,32,3216,32233,Marciac,1206
128643,41,57,5716,57454,Mécleuves,1206
118503,22,02,0202,02540,Nesles-la-Montagne,1206
120453,31,59,5920,59358,Looberghe,1206
111531,82,42,4205,42175,Pouilly-lès-Feurs,1206
142789,11,77,7706,77008,Armentières-en-Brie,1205
127620,26,21,2115,21532,Rouvres-en-Plaine,1205
140599,22,02,0204,02798,Viels-Maisons,1205
126137,23,27,2716,27114,Breuilpont,1205
112098,73,46,4609,46297,Salviac,1205
114229,42,67,6716,67019,Baldenheim,1205
118331,53,35,3507,35362,Le Tronchet,1204
144738,91,66,6613,66025,Bourg-Madame,1204
135136,74,87,8704,87182,Saint-Sulpice-les-Feuilles,1204
135391,82,69,6904,69061,Cogny,1204
133290,22,80,8010,80160,Cagny,1204
110423,54,86,8604,86193,Pleumartin,1204
113825,24,41,4105,41074,Dhuizon,1204
129471,22,60,6015,60489,Péroy-les-Gombries,1203
143361,82,73,7304,73129,Grésy-sur-Isère,1203
140350,41,57,5718,57211,Fèves,1203
138687,26,71,7103,71412,Saint-Eusèbe,1203
134704,31,59,5910,59545,Saint-Souplet,1203
111483,26,71,7115,71325,La Motte-Saint-Jean,1203
119189,26,21,2115,21353,Longecourt-en-Plaine,1202
137724,23,76,7607,76565,Saint-Aubin-sur-Scie,1202
134675,42,68,6806,68367,Widensolen,1202
135207,91,11,1110,11018,Arzens,1202
135310,25,61,6105,61494,Trun,1202
134103,91,66,6615,66127,Opoul-Périllos,1202
121551,82,42,4201,42324,Veauchette,1202
112900,72,33,3329,33195,Grignols,1202
111034,73,82,8204,82031,Castelmayran,1201
116514,73,46,4602,46156,Laroque-des-Arcs,1201
141439,54,86,8610,86077,Civaux,1201
137654,53,22,2201,22340,Tonquédec,1201
135020,53,29,2910,29168,Plogoff,1201
125027,53,35,3509,35138,Laignelet,1201
122249,53,35,3509,35142,Landéan,1201
139253,83,03,0301,03043,Broût-Vernet,1200
123978,82,73,7317,73231,Saint-Étienne-de-Cuines,1200
110743,93,06,0624,06074,Lantosque,1200
112462,22,60,6002,60700,Warluis,1200
130345,73,31,3127,31311,La Magdelaine-sur-Tarn,1199
137563,43,90,9001,90076,Pérouse,1199
140731,82,26,2605,26155,Lapeyrouse-Mornay,1199
139564,53,56,5616,56109,Lauzach,1199
110473,82,42,4201,42020,Boisset-lès-Montrond,1199
111167,41,54,5417,54036,Avril,1199
127233,73,82,8214,82089,Lamagistère,1198
142667,82,01,0108,01258,Montceaux,1198
111002,82,69,6910,69093,Grandris,1198
111703,82,01,0121,01423,Toussieux,1198
115216,74,87,8718,87046,Cognac-la-Forêt,1198
142924,91,30,3018,30171,Molières-sur-Cèze,1197
143937,24,28,2803,28398,Unverre,1197
142724,26,89,8907,89227,Ligny-le-Châtel,1197
137554,25,50,5010,50388,Orval,1197
138358,82,07,0711,07009,Andance,1197
134460,82,01,0111,01444,Villebois,1197
121949,21,10,1008,10317,Les Riceys,1197
133146,91,34,3405,34223,Puimisson,1196
125903,41,57,5721,57119,Buhl-Lorraine,1196
115705,82,07,0715,07126,Lagorce,1195
137437,73,81,8121,81261,Saint-Lieux-lès-Lavaur,1195
130481,43,25,2503,25159,Colombier-Fontaine,1195
